City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,mejit,10.2753,170.8646,82.78,81,76,21.25,MH,1698614090
281,kasongo-lunda,-6.4667,16.8167,74.25,79,71,0.87,CD,1698614090
282,santander,43.4647,-3.8044,62.46,94,20,8.99,ES,1698614090
283,kralendijk,12.15,-68.2667,89.58,66,40,9.22,BQ,1698614090
284,griffith,41.5284,-87.4237,47.05,84,100,4.61,US,1698614090
285,tual,-5.6667,132.75,81.19,81,100,8.61,ID,1698614090
286,axim,4.8699,-2.2405,79.23,84,2,5.06,GH,1698614053
287,tsiroanomandidy,-18.7667,46.0333,71.55,75,99,1.81,MG,1698614091
288,miles city,46.4083,-105.8406,27.57,74,0,9.22,US,1698613989
289,lethem,3.3803,-59.7968,88.74,48,100,6.51,GY,1698614091
290,tarfaya,27.9358,-12.9218,70.38,74,94,5.64,MA,1698614091
291,fereydun kenar,36.6864,52.5225,71.24,71,6,12.12,IR,1698614092
292,hirara,24.8,125.2833,73.67,73,99,9.22,JP,1698614092
293,poyarkovo,49.6,128.6833,37.15,60,100,3.02,RU,1698614092
294,alice town,25.7167,-79.3,79.59,76,2,21.0,BS,1698614092
295,arawa,-6.2132,155.5367,80.24,89,100,2.62,PG,1698614092
296,koulikoro,14.0,-7.75,84.87,41,95,5.73,ML,1698614093
297,trincomalee,8.5711,81.2335,80.22,78,98,3.42,LK,1698614093
298,kidal,18.4411,1.4078,85.91,10,0,8.37,ML,1698614093
299,yei,4.095,30.6779,69.33,95,93,1.72,SS,1698614093
300,guerrero negro,27.9769,-114.0611,75.54,50,0,13.38,MX,1698614093
301,al burayqah,30.4062,19.5739,74.43,70,2,12.24,LY,1698614094
302,nizhniy kuranakh,58.8353,125.4869,14.76,98,100,1.19,RU,1698614094
303,kyaikkami,16.08,97.5675,79.72,84,95,4.23,MM,1698614094
304,kailua-kona,19.6406,-155.9956,85.28,74,20,10.36,US,1698614033
305,tralee,52.2704,-9.7026,47.44,90,94,3.98,IE,1698613976
306,nieuw amsterdam,5.8833,-55.0833,82.15,77,73,15.32,SR,1698614094
307,grantsville,40.5999,-112.4644,44.74,45,0,10.0,US,1698614095
308,huanren,41.2647,125.3667,47.23,87,94,3.91,CN,1698614095
309,nar'yan-mar,67.6713,53.087,16.11,86,100,13.0,RU,1698614095
310,port shepstone,-30.7414,30.455,61.48,54,100,16.55,ZA,1698614095
311,puerto baquerizo moreno,-0.9,-89.6,81.59,69,40,18.41,EC,1698614095
312,martuk,50.7475,56.5056,43.47,77,100,22.5,KZ,1698614096
313,chilecito,-29.1619,-67.4974,90.81,5,67,41.38,AR,1698614096
314,saint-philippe,-21.3585,55.7679,76.59,87,47,10.78,RE,1698613940
315,kyabe,9.4515,18.9449,75.27,76,51,2.35,TD,1698614096
316,tazovsky,67.4667,78.7,3.22,94,13,2.86,RU,1698614097
317,christchurch,-43.5333,172.6333,59.32,72,75,18.41,NZ,1698614097
318,karratha,-20.7377,116.8463,79.68,69,99,6.67,AU,1698614097
319,bendorf,50.4333,7.5667,55.38,90,90,10.49,DE,1698614097
320,gao,16.6362,1.637,87.44,11,3,8.41,ML,1698614098
321,chul'man,56.8479,124.9104,13.48,94,100,7.07,RU,1698614098
322,dobryanka,58.4619,56.4165,26.28,90,100,11.59,RU,1698614098
323,citrus springs,28.9975,-82.4707,86.0,48,0,8.05,US,1698614098
324,prince george,53.9166,-122.753,36.84,54,0,8.05,CA,1698614099
325,kimberley,-28.7323,24.7623,52.59,35,2,18.97,ZA,1698614099
326,tobol'sk,58.2,68.2667,24.6,70,100,8.01,RU,1698614099
327,springbok,-29.6643,17.8865,60.26,11,0,14.27,ZA,1698614099
328,namibe,-15.1961,12.1522,68.4,84,16,2.08,AO,1698614099
329,murghob,38.1702,73.9667,30.29,54,22,2.89,TJ,1698614099
330,carnarvon,-24.8667,113.6333,65.84,78,0,25.43,AU,1698614100
331,uturoa,-16.7333,-151.4333,79.05,79,15,14.0,PF,1698614100
332,new plymouth,-39.0667,174.0833,50.31,74,100,14.5,NZ,1698614100
333,usogorsk,63.4106,48.6872,25.66,83,100,6.02,RU,1698614085
334,ofunato,39.0717,141.7167,51.98,81,23,7.4,JP,1698614100
335,salekhard,66.53,66.6019,5.99,99,96,3.15,RU,1698614101
336,vandavasi,12.5,79.6167,75.72,90,63,5.39,IN,1698614101
337,prince rupert,54.3161,-130.3201,42.89,78,0,4.61,CA,1698614101
338,fort bragg,35.139,-79.006,83.82,49,0,11.5,US,1698614101
339,taulaga,-11.0553,-171.0883,83.44,73,32,10.76,AS,1698614102
340,tevriz,57.509,72.4042,20.3,89,100,7.18,RU,1698614103
341,changping,40.2186,116.2197,51.44,43,0,7.0,CN,1698614104
342,fuman,37.2273,49.3142,66.42,75,55,1.19,IR,1698614104
343,chibougamau,49.9168,-74.3659,29.82,64,100,4.61,CA,1698614105
344,gaigeturi,33.4644,126.3183,59.05,72,0,6.91,KR,1698614105
345,hotan,37.0997,79.9269,56.86,20,89,3.2,CN,1698614106
346,pueblo nuevo,23.3833,-105.3833,71.76,54,7,7.02,MX,1698614106
347,valparaiso,-33.0393,-71.6273,63.0,81,100,11.5,CL,1698614106
348,kotido,2.9806,34.1331,71.29,75,91,6.42,UG,1698614107
349,egilsstadir,65.2653,-14.3948,33.71,100,75,1.14,IS,1698614107
350,miracema do tocantins,-9.5618,-48.3967,98.1,21,74,5.35,BR,1698614107
351,conceicao da barra,-18.5933,-39.7322,76.57,76,4,13.67,BR,1698613893
352,nurota,40.5614,65.6886,65.55,40,11,6.78,UZ,1698614108
353,farah,32.5,62.5,67.26,34,0,2.48,AF,1698614108
354,atar,20.5169,-13.0499,85.14,12,0,2.71,MR,1698614109
355,canutama,-6.5339,-64.3831,96.4,30,93,2.84,BR,1698614109
356,bulolo,-7.2,146.65,72.12,96,100,0.16,PG,1698614109
357,moyale,3.5167,39.0584,68.86,85,97,2.28,KE,1698614109
358,kendari,-3.945,122.4989,72.9,90,72,1.3,ID,1698614110
359,cill airne,52.05,-9.5167,47.21,91,91,3.24,IE,1698614110
360,kabalo,-6.05,26.9167,70.99,90,75,2.93,CD,1698614110
361,banjar,-8.19,114.9675,75.74,85,11,4.99,ID,1698614111
362,haiku-pauwela,20.9219,-156.3051,82.42,63,20,20.71,US,1698614111
363,boa vista,2.8197,-60.6733,94.98,36,40,12.66,BR,1698614111
364,kui buri,12.0828,99.8543,78.28,84,100,3.94,TH,1698614112
365,verkhnevilyuysk,63.4453,120.3167,8.47,94,46,5.12,RU,1698614112
366,krasnovishersk,60.4078,57.082,24.26,64,100,9.13,RU,1698614112
367,kavaratti,10.5669,72.642,83.12,68,99,1.19,IN,1698614109
368,la'ie,21.6477,-157.9253,85.1,69,3,4.0,US,1698614113
369,svetlyy,54.675,20.1347,48.36,83,100,15.9,RU,1698614113
370,san michele salentino,40.6316,17.6315,64.9,75,0,5.86,IT,1698614113
371,vladimir,56.1366,40.3966,31.59,61,100,8.01,RU,1698614114
372,ovruch,51.3246,28.8035,47.97,83,54,7.87,UA,1698614114
373,crucecita,-28.95,-58.9833,86.25,58,0,9.64,AR,1698614114
374,rantauprapat,2.1,99.8333,71.87,98,100,1.79,ID,1698614114
375,n'djamena,12.1067,15.0444,90.28,24,24,7.38,TD,1698614115
376,igrim,63.1906,64.4162,14.95,86,98,5.28,RU,1698614052
377,susuman,62.7833,148.1667,-0.02,99,96,1.01,RU,1698614115
378,fuyang,32.9,115.8167,63.36,61,0,5.64,CN,1698614014
379,chu,43.5983,73.7614,62.65,45,100,6.62,KZ,1698614116
380,barra de santo antonio,-9.4047,-35.5072,78.08,76,100,9.91,BR,1698614116
381,tahoua,14.8888,5.2692,89.58,12,0,5.75,NE,1698614116
382,caleta de carquin,-11.0925,-77.6267,70.43,79,70,12.08,PE,1698614116
383,sangmelima,2.9333,11.9833,70.88,87,52,1.61,CM,1698614117
384,eyl,7.9803,49.8164,79.61,78,100,10.0,SO,1698613790
385,opuwo,-18.0607,13.84,75.78,15,25,6.49,NA,1698614117
386,san clemente,33.427,-117.612,83.71,11,0,10.22,US,1698614112
387,tura,25.5198,90.2201,66.42,92,12,3.94,IN,1698614118
388,kyakhta,50.3508,106.4494,23.14,53,100,4.88,RU,1698614118
389,port douglas,-16.4833,145.4667,74.95,66,100,12.06,AU,1698614119
390,manaure,11.7751,-72.4445,84.99,68,99,6.64,CO,1698614119
391,naryn,41.4287,75.9911,45.32,53,100,4.34,KG,1698614119
392,lae,-6.7221,146.9847,76.01,90,100,5.14,PG,1698614120
393,east london,-33.0153,27.9116,57.92,67,95,12.8,ZA,1698613886
394,buka,40.8108,69.1986,66.34,36,37,2.93,UZ,1698614121
395,carinhanha,-14.3047,-43.765,94.1,22,15,9.1,BR,1698614121
396,freetown,8.484,-13.2299,82.11,78,40,9.22,SL,1698614122
397,wotho,10.1657,166.0102,83.37,73,44,19.28,MH,1698614122
398,yeppoon,-23.1333,150.7333,67.78,61,79,4.85,AU,1698614122
399,dolores,-36.3132,-57.6792,61.16,92,100,8.43,AR,1698614122
400,nova vicosa,-17.8919,-39.3719,76.8,77,27,15.52,BR,1698614123
401,vostochnyy,55.8167,37.8667,32.38,97,100,6.89,RU,1698614123
402,bogra,24.85,89.3667,70.79,81,6,5.26,BD,1698614123
403,xinzhi,36.4989,111.7047,60.49,45,7,2.33,CN,1698614123
404,port blair,11.6667,92.75,77.04,100,40,0.0,IN,1698614123
405,warmbaths,-24.8833,28.2833,56.98,73,13,17.52,ZA,1698614124
406,chui,-33.6971,-53.4616,66.78,82,32,8.39,UY,1698614124
407,nanma,36.1817,118.1583,57.54,54,76,3.85,CN,1698614124
408,tomatlan,19.9333,-105.25,84.63,75,78,8.19,MX,1698614125
409,kolonia,50.9333,6.95,56.97,76,45,13.47,DE,1698613872
410,fallon,39.4735,-118.7774,51.93,27,0,3.44,US,1698614125
411,san rafael del sur,11.8485,-86.4384,83.37,92,100,4.16,NI,1698614125
412,yaren,-0.5472,166.916,82.89,71,86,6.73,NR,1698614125
413,volodarskiy,46.4013,48.5409,46.35,65,4,7.96,RU,1698614126
414,mana,5.6592,-53.7767,81.95,81,99,14.67,GF,1698614126
415,titron,29.6681,77.3225,66.78,50,0,4.27,IN,1698614126
416,berezovyy,51.6667,135.7,28.51,78,62,0.43,RU,1698614121
417,ulladulla,-35.35,150.4667,66.09,39,88,6.96,AU,1698614127
418,klaksvik,62.2266,-6.589,40.12,70,100,24.29,FO,1698614127
419,gotha,50.9482,10.7019,54.14,89,0,16.11,DE,1698614128
420,muynoq,43.7683,59.0214,63.81,60,30,8.32,UZ,1698614128
421,port augusta,-32.5,137.7667,60.03,47,98,3.13,AU,1698614128
422,long beach,33.767,-118.1892,81.77,17,0,6.91,US,1698613959
423,east ballina,-28.8667,153.5833,63.81,70,1,6.73,AU,1698614128
424,al 'amarah,31.8406,47.1396,78.64,25,100,3.62,IQ,1698614129
425,abepura,-2.6333,140.5833,77.81,89,20,2.3,ID,1698614129
426,ketchikan,55.3422,-131.6461,42.78,93,100,3.44,US,1698614129
427,dryden,49.7833,-92.7503,26.89,86,100,8.05,CA,1698614017
428,djambala,-2.5447,14.7533,72.9,79,100,2.91,CG,1698614130
429,punta del este,-34.9667,-54.95,71.71,81,0,8.05,UY,1698614130
430,bengkulu,-3.8004,102.2655,72.73,91,100,1.66,ID,1698614130
431,nizhnevartovsk,60.9344,76.5531,17.62,67,100,4.47,RU,1698614083
432,kiunga,-6.1219,141.2906,73.85,99,100,1.01,PG,1698614131
433,kalagarh project colony,29.5,78.75,63.88,57,0,3.78,IN,1698614131
434,garissa,-0.4536,39.6401,80.8,68,15,14.5,KE,1698613941
435,burang,30.25,81.1667,31.05,87,19,2.62,CN,1698613937
436,zaragoza,41.6561,-0.8773,66.65,47,40,8.05,ES,1698614065
437,sampit,-2.5333,112.95,75.13,94,44,1.81,ID,1698614132
438,alaghsas,17.0187,8.0168,83.07,10,0,11.43,NE,1698614132
439,quellon,-43.1167,-73.6167,45.91,71,93,16.06,CL,1698614132
440,kenora,49.8167,-94.4337,26.78,73,100,8.99,CA,1698614133
441,gohpur,26.8833,93.6333,67.41,86,64,2.51,IN,1698614133
442,almagro,38.8894,-3.7113,58.78,81,99,8.84,ES,1698614134
443,wau,7.7029,27.9953,77.59,75,54,3.24,SS,1698614134
444,qinzhou,21.95,108.6167,69.12,92,100,6.8,CN,1698614134
445,lompoc,34.6391,-120.4579,79.79,26,0,12.66,US,1698613839
446,magistral'nyy,56.1725,107.4458,17.37,65,30,3.96,RU,1698614135
447,lamu,-2.2717,40.902,79.02,84,6,9.37,KE,1698614135
448,olavarria,-36.8927,-60.3225,62.1,60,100,6.02,AR,1698614135
449,warrnambool,-38.3833,142.4833,53.35,80,8,17.85,AU,1698614135
450,lycksele,64.5954,18.6735,19.27,93,100,4.61,SE,1698613855
451,paracale,14.2804,122.7881,79.77,79,100,10.47,PH,1698614136
452,bubaque,11.2833,-15.8333,83.05,75,13,8.9,GW,1698614137
453,fomboni,-12.28,43.7425,79.72,81,2,11.05,KM,1698614137
454,richards bay,-28.783,32.0377,62.2,55,100,16.11,ZA,1698614137
455,sao joao da barra,-21.6403,-41.0511,80.69,85,83,23.22,BR,1698613861
456,el idrissia,34.4454,2.5275,64.83,29,84,14.25,DZ,1698614137
457,boras,57.721,12.9401,40.82,97,100,9.66,SE,1698614138
458,bel ombre,-4.6167,55.4167,78.64,89,75,9.22,SC,1698614138
459,petropavlovka,50.6114,105.3196,25.68,45,100,2.68,RU,1698614138
460,kodinsk,58.6881,99.1844,20.44,79,48,2.93,RU,1698614138
461,chingirlau,51.095,54.0814,41.74,76,100,21.7,KZ,1698614138
462,sebastian,35.1668,-94.2669,46.96,95,100,11.43,US,1698614139
463,middelburg,-25.7751,29.4648,46.06,81,99,22.41,ZA,1698614139
464,dalai,45.5,124.3,46.26,38,100,14.92,CN,1698614139
465,raja,8.4596,25.678,74.39,74,63,2.04,SS,1698614139
466,kokopo,-4.352,152.2633,76.75,87,86,3.76,PG,1698614140
467,filey,54.21,-0.2892,49.78,92,99,1.99,GB,1698614140
468,bageshwar,29.85,79.7667,55.49,72,0,2.68,IN,1698614140
469,galle,6.0367,80.217,76.6,87,97,3.71,LK,1698614140
470,isla mujeres,21.2311,-86.731,82.45,65,1,10.38,MX,1698614140
471,misratah,32.3754,15.0925,75.54,69,99,12.53,LY,1698614141
472,paita,-5.0892,-81.1144,72.18,75,100,17.16,PE,1698614141
473,barabai,-2.5833,115.3833,73.35,70,46,2.24,ID,1698614141
474,wanning,18.8003,110.3967,77.52,88,100,10.49,CN,1698614141
475,minden,52.2833,8.9167,59.04,70,60,21.85,DE,1698614142
476,marrakesh,31.6315,-8.0083,66.27,72,75,6.91,MA,1698614142
477,al kharj,24.155,47.3346,75.78,33,69,7.99,SA,1698614142
478,codrington,-38.2667,141.9667,53.56,79,9,15.97,AU,1698614142
479,vorkuta,67.5,64.0,0.61,97,25,4.79,RU,1698614143
480,mendoza,-32.8908,-68.8272,89.13,5,0,5.75,AR,1698614143
481,las heras,-46.5419,-68.9359,40.75,62,93,7.4,AR,1698614143
482,gebeit,21.0667,36.3167,76.62,74,1,6.64,SD,1698614143
483,vilyuysk,63.7553,121.6247,6.01,97,51,5.01,RU,1698614143
484,kittila,67.6647,24.8936,14.14,92,100,0.0,FI,1698614143
485,mounana,-1.4085,13.1586,74.23,89,68,0.85,GA,1698614144
486,sorong,-0.8833,131.25,77.09,91,34,6.49,ID,1698614144
487,timaru,-44.4,171.25,51.57,74,63,3.15,NZ,1698614144
488,durango,24.8333,-104.8333,77.27,33,37,2.84,MX,1698614113
489,bilaspur,22.0833,82.15,65.12,66,1,3.02,IN,1698614144
490,al qaryatayn,34.2296,37.2407,71.56,39,100,14.12,SY,1698614145
491,daru,-9.0763,143.2092,77.54,88,100,17.34,PG,1698614145
492,tahe,52.3333,124.7333,26.26,75,87,7.45,CN,1698614145
493,kolodeznyy,51.3333,39.1833,43.25,73,86,9.86,RU,1698614043
494,fale old settlement,-9.3852,-171.2468,83.98,69,100,11.72,TK,1698613937
495,san luis,-33.295,-66.3356,83.05,16,0,14.88,AR,1698613878
496,buchen in odenwald,49.5239,9.3231,53.42,92,100,9.89,DE,1698614146
497,whakatane,-37.9585,176.9854,54.77,90,100,15.19,NZ,1698614146
498,guanica,17.9716,-66.908,83.03,70,100,10.8,PR,1698614146
499,ola,59.5833,151.2833,28.04,68,16,4.83,RU,1698614146
500,north bay,46.3168,-79.4663,42.12,67,100,6.91,CA,1698614146
501,page,36.9147,-111.4558,55.18,25,0,11.5,US,1698614146
502,viedma,-40.8135,-62.9967,67.78,11,100,24.16,AR,1698614147
503,douala,4.0483,9.7043,78.87,90,96,4.56,CM,1698614147
504,nantucket,41.2835,-70.0995,53.71,76,100,13.8,US,1698614081
505,port saint john's,-31.6229,29.5448,59.18,60,100,7.87,ZA,1698614147
506,north bend,43.4065,-124.2243,69.71,28,0,9.22,US,1698614147
507,kiffa,16.6166,-11.4045,92.84,19,1,6.06,MR,1698614148
508,derzhavinsk,51.1,66.3167,48.4,92,91,15.39,KZ,1698614148
509,nishinoomote,30.7333,131.0,68.67,51,14,5.68,JP,1698614148
510,cockburn town,21.4612,-71.1419,84.16,74,40,5.75,TC,1698614148
511,kapit,2.0167,112.9333,73.33,100,100,0.85,MY,1698614148
512,yuzhno-kurilsk,44.0306,145.8556,46.38,76,5,5.77,RU,1698614149
513,dongsheng,39.8161,109.9776,46.13,41,0,5.95,CN,1698614149
514,yeniseysk,58.4497,92.1703,14.95,92,53,1.99,RU,1698614149
515,fort mcmurray,56.7268,-111.381,33.4,48,21,6.85,CA,1698613897
516,thinadhoo,0.5333,72.9333,81.25,78,99,15.39,MV,1698614149
517,ulsteinvik,62.3432,5.8487,41.76,59,0,7.0,NO,1698614150
518,westport,41.1415,-73.3579,53.58,90,100,13.8,US,1698613861
519,anar darah,32.7587,61.654,71.96,30,0,3.62,AF,1698614150
520,puerto leguizamo,-0.1934,-74.7819,79.05,76,100,1.36,CO,1698614150
521,mangai,-4.05,19.5333,74.41,83,58,0.96,CD,1698614150
522,inhambane,-23.865,35.3833,70.3,75,100,20.6,MZ,1698614150
523,sandnessjoen,66.0217,12.6316,28.51,93,20,6.91,NO,1698613945
524,puerto penasco,31.3167,-113.5333,78.91,11,0,15.01,MX,1698614151
525,dudinka,69.4058,86.1778,1.67,98,65,4.0,RU,1698614151
526,acajutla,13.5928,-89.8275,80.76,82,100,13.65,SV,1698614151
527,paoua,7.2427,16.4406,71.87,88,17,2.33,CF,1698614151
528,wicklow,53.0,-6.4167,44.08,87,79,1.14,IE,1698614151
529,ifo,6.8144,3.1958,82.02,81,86,3.58,NG,1698614152
530,tindouf,27.6711,-8.1474,75.65,22,20,6.91,DZ,1698614152
531,batticaloa,7.7102,81.6924,78.13,81,94,5.23,LK,1698614152
532,malango,-2.9627,119.9001,64.53,90,99,2.15,ID,1698614152
533,mhamid,29.82,-5.72,78.93,22,97,15.41,MA,1698614152
534,acarau,-2.8856,-40.12,80.73,69,34,17.9,BR,1698614153
535,gorom-gorom,14.4439,-0.2361,88.97,17,4,4.92,BF,1698614153
536,trenggalek,-8.05,111.7167,73.83,95,69,2.19,ID,1698614153
537,cidreira,-30.1811,-50.2056,70.41,88,76,6.91,BR,1698613879
538,sosnovo-ozerskoye,52.5249,111.5418,12.65,62,41,2.19,RU,1698614153
539,zhaqsy,51.9083,67.3133,45.41,99,100,11.25,KZ,1698614153
540,kandahar,31.0,65.75,63.84,36,100,3.11,AF,1698614154
541,junin de los andes,-39.9504,-71.0694,34.75,73,65,18.39,AR,1698614154
542,bamboo flat,11.7,92.7167,77.09,100,40,0.0,IN,1698614154
543,la passe,45.5549,-0.8967,55.98,91,100,10.67,FR,1698614154
544,brezina,33.0989,1.2608,70.34,24,71,6.69,DZ,1698614154
545,camana,-16.6228,-72.7111,70.14,77,36,10.38,PE,1698614155
546,sabang,5.8933,95.3214,80.82,75,88,1.21,ID,1698614155
547,mo i rana,66.3128,14.1428,25.27,86,75,2.3,NO,1698614155
548,nelson bay,-32.7167,152.15,66.99,75,3,3.0,AU,1698613948
549,tuapse,44.1125,39.0742,61.43,69,52,5.28,RU,1698614155
550,pangody,65.85,74.4859,6.04,95,18,3.36,RU,1698614003
551,port macquarie,-31.4333,152.9167,67.89,77,10,9.46,AU,1698614156
552,pacific grove,36.6177,-121.9166,75.42,21,0,8.05,US,1698614156
553,pathein,16.7833,94.7333,74.86,94,64,4.38,MM,1698614157
554,chinoz,40.9364,68.7697,65.1,38,32,4.32,UZ,1698614157
555,santanyi,39.3546,3.1291,64.81,76,98,9.01,ES,1698614158
556,paradip garh,20.3167,86.6167,73.69,72,49,6.11,IN,1698614158
557,morden,49.1919,-98.1014,24.66,63,25,12.66,CA,1698614158
558,bukama,-9.2,25.85,74.59,76,82,1.48,CD,1698614158
559,harstad,68.799,16.5293,31.15,92,91,6.64,NO,1698614158
560,ghat,24.9647,10.1728,80.53,19,13,6.33,LY,1698614159
561,talcahuano,-36.7167,-73.1167,53.28,71,75,13.8,CL,1698614159
562,pointe-noire,-4.7761,11.8635,79.14,87,28,7.7,CG,1698614159
563,yaroslavskiy,44.1683,132.2072,39.4,90,30,6.78,RU,1698614159
564,bulancak,40.9372,38.2291,60.62,88,0,0.0,TR,1698614159
